ASV	Domain	Phylum	Class	Order	Family	Genus	Species	
784dac76ce7c2ff05e5e0515aa08a302	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae		
530521dd1d982aa5d217f04f21a24114	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Gaetbulibacter	
86f50990d7f993daa5cc6bfb9b1fa2d3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__Chryseolinea	 s__uncultured_Flammeovirgaceae
b80075bc17ea4d873075c044006ecf8b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__bacterium_episymbiont
de978baff6418085eff9b2657cda73b2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__uncultured	
1617ccecbca72ddb97a0b9932557ea2b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_Bacteroidetes
57068fd6343890a7a20fd946b70280dd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pseudozobellia	 s__uncultured_bacterium
2d40b2eab50163b1de0b6dc271d2fc00	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__WCHB1-41	 f__WCHB1-41	 g__WCHB1-41	 s__uncultured_Planctomycetes
0ea21ad8347550410c6b7d6f3d884765	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	
67f26be0338f46a8970f8b1400925073	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
99c3e45e6889863ceb81b2a1e529504a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Halieaceae		
7e3ef6e8d90c61cad659985f18d8104f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiomicrospirales	 f__Thiomicrospiraceae	 g__endosymbionts	
2f83eec6d6688c7bd93efec39ddd6421	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Bradymonadales	 f__Bradymonadales	 g__Bradymonadales	 s__uncultured_beta
9b73da054c4a0e853408d4583cff686b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
7fbafb5711031c510462c46fe0657eb5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	
53008baef7835315f635d2fe2d817fde	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__uncultured_delta
9c4010becb62714cf2e5c1f00d040e40	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
55def7ca723b2e13610d42ef02b89635	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Anaplasmataceae	 g__Neorickettsia	
2e91a7382bb3a2d1db0fb9d935f01674	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__uncultured	 s__uncultured_bacterium
acd64feb27fe3ea95d1e7082c97fa0f4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	
5bc0d75c8f48bd25b88d73fe6381363b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
94c50ff172405f2ab0ea7a60304a4e4f	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	
36612bcfd92c7e16a2e4d93f3fcbfb93	d__Bacteria	 p__Bacteroidota	 c__Rhodothermia	 o__Rhodothermales	 f__Rhodothermaceae	 g__uncultured	 s__uncultured_Bacteroidetes
135a41fdfedb210cb69a0042a9171294	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
9a669b988bec4a874a5a6a4787abed32	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__uncultured	
54dd9ab138c6eabda4a85dbc71c9c98e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
5b40784ab29ccf87074f1705b18898e8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Filomicrobium	
45e443dc598ed6da82b95a5f3e668114	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
30e0925975c1ad7758046d174d5be694	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae		
6eb92cf38908f5090160fc149930641c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Amaricoccus	 s__uncultured_bacterium
a562e1cbc2aedeb71fc9d527f2ccacc0	d__Bacteria	 p__Planctomycetota	 c__BD7-11	 o__BD7-11	 f__BD7-11	 g__BD7-11	 s__uncultured_bacterium
4304b440e3eb39fa0ee9147675fb4b24	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
5c77f88de9edeb97900731b835f1bf97	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	 s__uncultured_organism
ce569b1a5b0f444cf0a9b3d5d1211951	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
55004591cf77ce1caf7f076368217818	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__Arenicella	
047ecf032ebff9e9a6ffbaa4f5fe852a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
bee7c611fd334db28f4075c01525f341	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
b30aa318b80978edc51219c3f28bd813	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__uncultured	 g__uncultured	 s__uncultured_organism
220a076a62117490611e088b59eff7bf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	 s__uncultured_organism
8c373764f1c807cfa474e7e775d430a9	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	 s__uncultured_bacterium
a054599d0fc6da67549390a8aa0b6d1f	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Lentimonas	 s__uncultured_Verrucomicrobiales
911ad92a1fcc94574835c611795358a8	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Phormidesmiales	 f__Phormidesmiaceae	 g__Phormidesmis_ANT.LACV5.1	
f951633127da28596da5c6a9dffd58b1	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Microtrichaceae	 g__uncultured	 s__uncultured_Gram-positive
28e5ab13bc2a1f12f6f5410333c5ab2f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Hyphomonas	
b41ce2e866788f66c61397ca2e4db35e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae		
f00d4e4c03f753bdaa03954d53fe7353	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Lutimonas	
3725e4c36908c40dd4c954dccbaea930	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta_2	 s__Spirochaeta_perfilievii
aeef55a525a1e6d72b48b4bd971170f7	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	 s__uncultured_organism
1ffbd09b70b591639e28082fac93d331	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Rhodanobacteraceae	 g__Rhodanobacter	
f83c9635989c7ff83e292554e53d66c1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__uncultured	 s__uncultured_Bacteroidales
2ff3168606c686a4bb12fb8ce6e1919c	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfocapsaceae	 g__uncultured	 s__uncultured_marine
eee1fc71e04d0946c24c9c6036b677ab	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Spongiibacteraceae	 g__uncultured	
79d8a91550b0c360472d8152d2e0f5ff	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	
361fcd6d0c474f0903a668752d963d03	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae		
227f7482363bbf6fcf3bc18c3d912381	d__Bacteria						
032891fced6caaea13a4b1ee9f373bd2	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophaceae	 g__Candidatus_Omnitrophus	
392cea33026b9d260522a37286aa95fc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
5a49b296496f74972cd364dd5431f480	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_Chloroflexi
720af308d8f278ce9f3631832f95ed22	d__Bacteria						
eb65e06842c61d822815222b69ad3eaf	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta_2	 s__Oceanispirochaeta_litoralis
61b1273ebb51f770a87afe601caf72e0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Woeseiaceae	 g__Woeseia	
39bf74ebf5469c15ded9df7a2af872f8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
da41537c257b6bf18489758dc03fc96c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_organism
d29b6e6192bbba9498c64fea9cf73fac	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_deep-sea
4a28a32c253e4ce8036615661b57ffe8	d__Archaea	 p__Crenarchaeota	 c__Nitrososphaeria	 o__Nitrosopumilales	 f__Nitrosopumilaceae	 g__Candidatus_Nitrosopumilus	
bb0f44f50971fda939bc0b21437493dd	d__Bacteria	 p__Patescibacteria	 c__Kazania	 o__Kazania	 f__Kazania	 g__Kazania	 s__uncultured_bacterium
3b32155d8d65c90e969e818629dd7f7b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Vibrionales	 f__Vibrionaceae	 g__Vibrio	
6b2f7f72ca807a7e1bf4fd038060cedc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
307b23d0594c85d7995dfa511f7d3602	d__Bacteria	 p__Bacteroidota	 c__Rhodothermia	 o__Rhodothermales	 f__Rhodothermaceae	 g__Rubrivirga	 s__uncultured_bacterium
8323559bdbfd7e0e3ad656aa5919e5ba	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
6847c067851d5a0729a46fc83720412a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
5562d06fa828898e21a4b14f0e7e19d7	d__Bacteria	 p__Marinimicrobia_(SAR406_clade)	 c__Marinimicrobia_(SAR406_clade)	 o__Marinimicrobia_(SAR406_clade)	 f__Marinimicrobia_(SAR406_clade)	 g__Marinimicrobia_(SAR406_clade)	 s__uncultured_gamma
8548e28580e3ccc0c0fdd16a5ea28b00	d__Bacteria	 p__Proteobacteria					
242f8fcf896a7b9439e5c92921cc7275	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
c44cdd31a6a4ab15f0dc3c864ada38b6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
41a01e13f1d9c79eaf06e2e780dcde88	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	
574e88d64ef8a0e7175a445e4c4442aa	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__SM2D12	 g__SM2D12	 s__uncultured_bacterium
aaf250369578826dd97613516c6c2eba	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	
36cf8f5bd74ffca21754e32b0dc09ce7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__env.OPS_17	 g__env.OPS_17	 s__uncultured_bacterium
0d8d9c06360754663905348b688309f0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Algimonas	 s__Algimonas_ampicilliniresistens
8c8c36ece38bc87fa1b42c3bd009f914	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Magnetospiraceae	 g__uncultured	
bde7f71a9a51a5eac67a2fc18d241cee	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__uncultured	 s__uncultured_bacterium
348dd00d02562ad569b4fedcef33c9c8	d__Bacteria						
27aa8aad478d3fa76387010f53b33f6e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Hahellaceae	 g__Hahella	 s__Allohahella_antarctica
1b1f9c21740a57b05c7693359c96edd1	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Conexibacter	 s__uncultured_organism
1470e34726677b4e4087114f3991b60a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Taeseokella	
dfa304eb7a78908feb44fa218f4c4541	d__Bacteria	 p__Deferrisomatota	 c__Defferrisomatia	 o__Defferrisomatales	 f__Defferrisomataceae	 g__Deferrisoma	 s__uncultured_delta
e3d6eae58a13d807df0b3126522f73f4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__NS7_marine_group	 g__NS7_marine_group	 s__uncultured_bacterium
2c65ca20dd15d51d7be50cc29cb8e957	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
78fbe9992ec50c3b15b39e34929cb868	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Woeseiaceae	 g__Woeseia	
3e5496e5a75c0bfe8dc956ed93d153a1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	 s__uncultured_marine
c3ba8215eacb255d3a24ad7a66caeb37	d__Bacteria	 p__Verrucomicrobiota	 c__Kiritimatiellae	 o__Kiritimatiellales	 f__Kiritimatiellaceae	 g__uncultured	 s__uncultured_bacterium
7d0da1c3577a9518142b565946078198	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Psychromonadaceae	 g__Psychromonas	
6a98cb1b9bf03ec256250e71ead38ddf	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Planctomycetaceae
8b2b85c617e21a464595d3227e99e2eb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Marinoscillum	 s__uncultured_organism
94ce41096ea05d5c6bc3495da641b406	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__uncultured	
feaa3f9db2906b988606355d04b06268	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Persicirhabdus	
2e2c67d4af56b22045854634df177346	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	
f570cc4fcab5178916ac18491af90653	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__uncultured	 s__uncultured_bacterium
69f21c63b7a1ce06465d2b79e28557cf	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae		
e5e5b4ac5246bcda138fa679d54d4f74	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	 s__Brevundimonas_terrae
43803777fb9d77432904848209b41c34	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Algitalea	 s__uncultured_bacterium
66f14eff7447ce251b8500b57056c8a3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Ekhidna	 s__Ekhidna_sp.
60f026770de1ad02328184bfba0e8a87	d__Bacteria	 p__Sva0485	 c__Sva0485	 o__Sva0485	 f__Sva0485	 g__Sva0485	 s__uncultured_prokaryote
d3a26d63f91dfd4b223b0e1b65067114	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Moranbacteria	 f__Candidatus_Moranbacteria	 g__Candidatus_Moranbacteria	 s__uncultured_bacterium
2e4c7fc221a871e40ebd502111998223	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_21	 o__Subgroup_21	 f__Subgroup_21	 g__Subgroup_21	 s__uncultured_bacterium
b6598b5d7e36b176a9fb86259a25f24a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
c3bbb3036812eeecd63793e49a26a2c3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__uncultured_Alphaproteobacteria
c2e470cc81c2d9685c9d42f5050e0915	d__Bacteria	 p__Chloroflexi	 c__KD4-96	 o__KD4-96	 f__KD4-96	 g__KD4-96	 s__uncultured_bacterium
a9166170d074557c543f3700b6306b18	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Octadecabacter	 s__uncultured_marine
5f32e2b88ddbf893cd50652be69c64a4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Shewanellaceae	 g__Shewanella	 s__Shewanella_aestuarii
dd5179fa62d2b7d9ff0b0ca1256ff912	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Hahellaceae	 g__Hahella	 s__Allohahella_antarctica
1120403748e8bfe98ce9e4228de14f1e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
cd7b57203770d1967dbb70eb67597931	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	 s__Litorimonas_cladophorae
23ed5e8856f02f36e7ee3fddc5f332c6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Granulosicoccales	 f__Granulosicoccaceae	 g__Granulosicoccus	 s__uncultured_gamma
878b41d5d49ca9724893dbb8fd70e46c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Reichenbachiella	
98a6a4cdab08948ba76346b1d9e7e548	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_organism
be3aece5183a0efd3f8bebffa30b901f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	
7fe1373b4a3104e867cacd48a792b733	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
1458c6c2a3c0f482705c4668f239c1ab	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
b93c23bd8b0307511182060bacfae02f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Nitrincolaceae	 g__uncultured	
564c8f167425ad8f0456b7671efb3e1e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__Diplosphaera	 s__uncultured_bacterium
c82325b472addbca4bad7c0ed2a75192	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Xenococcaceae	 g__Pleurocapsa_PCC-7319	
11b71d1595d9d3803ccef58b223ab044	d__Bacteria	 p__Fusobacteriota	 c__Fusobacteriia	 o__Fusobacteriales	 f__Fusobacteriaceae	 g__Propionigenium	 s__uncultured_bacterium
a35c6657e55f187e5a3c439ec3f5c572	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
31aa8a4939a289e7fb06696b3eb7a58b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ahrensia	 s__uncultured_bacterium
47f8a59afaac0d46dc7c92eb61d25f6c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Algitalea	 s__uncultured_bacterium
6b74e5518e92595a752efb01f1544e98	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Desulfuromonadia	 f__Geothermobacteraceae	 g__Geothermobacter	 s__uncultured_bacterium
3df725bde60e5eef4a6202e17e152e55	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
300060ecd61d88775b09cb65fbfaa1ef	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Eel-36e1D6	 g__Eel-36e1D6	 s__uncultured_delta
e70469e994669b54ed6bd010ff5e56cb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
c47dd5c82a29bd34403bd2a436979cc8	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__Diplosphaera	 s__uncultured_bacterium
748dc471083eae50214fbd516360be99	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_organism
deb9bbd57e9fdc7c785d844b81cafcf8	d__Bacteria						
2aa324f8dfa48b7c7a57b189127a0c2d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Sulfitobacter	
9b6fc4b2d227814efdce7dddd29d79ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	 s__uncultured_Flavobacterium
07aa3182b96fbeb4391cbbc4a3e306da	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_deep-sea
1daa9043ef60836598a2a7d780d022ca	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Alteromonadaceae		
2b1c3ae929e44a6f1cd3c7c94ea0eedf	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
602ba97d7e6aa9273abc86e1581fa353	d__Archaea	 p__Nanoarchaeota	 c__Nanoarchaeia	 o__Woesearchaeales	 f__Woesearchaeales	 g__Woesearchaeales	
cf08594ea91ea3d5801440ec53a21c31	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__EV818SWSAP88	 f__EV818SWSAP88	 g__EV818SWSAP88	
2193c53e7ff371b846895d94fe078295	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobiaceae	
e454295b8700bc60d32cbf6693f49b0b	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae	 g__Ilumatobacter	 s__Ilumatobacter_nonamiensis
0efe5f9c46cf1b5301ce465cb0741487	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Planctomycetales
45b20f28319474f41b42bf6ea7fb5902	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_Caldilineaceae
8669c6b01084aa1776f43b51e4b3085b	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	 s__saltmarsh_clone
c57d92741fadafd96b42dad16c08f05c	d__Bacteria	 p__Firmicutes	 c__Bacilli				
6557a3d4127af4d5740762c28dfcb2d0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_cohaerens
0bd0bae3d020447ec34a153f1b1b73a1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	 s__uncultured_organism
bfa041ab99ac3493a798b8189cf4cc2c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
14e08c4bcbf387320dba8d8f8807a18d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
